divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Silver,Mid,Azir,D,44.57%,1.5%,0.0%,"Pyke,Morgana,Seraphine,Yone,Galio,Ekko,Malzahar","17,977"
Silver,Top,Akali,D,44.27%,1.5%,0.0%,"Garen,Shen,Rumble,Yorick,Jayce,Cho'Gath,Urgot","17,814"
Silver,Jungle,Malphite,B,44.27%,0.5%,0.0%,"Taliyah,Fiddlesticks,Dr. Mundo,Xin Zhao,Warwick,Volibear,Master Yi","6,253"
Silver,Mid,Ezreal,C,44.15%,0.6%,0.0%,"Seraphine,Ziggs,Xerath,Diana,Morgana,Vel'Koz,Yasuo","7,783"
Silver,Top,Kalista,C,42.76%,0.5%,0.0%,"Maokai,Urgot,Sion,Ornn,Irelia,Malphite,Fiora","6,527"
Silver,Jungle,Twitch,D,42.51%,0.7%,0.0%,"Rek'Sai,Rammus,Dr. Mundo,Jax,Zac,Kindred,Evelynn","8,297"
Gold,Adc,Swain,A,56.30%,0.8%,0.0%,"Sivir,Xayah,Vayne,Tristana,Lucian,Twitch,Jhin","6,634"
Gold,Adc,Seraphine,A,56.11%,0.6%,0.0%,"Senna,Lucian,Varus,Jhin,Vayne,Draven,Tristana","4,814"
Gold,Jungle,Skarner,S,54.62%,2.3%,0.0%,"Ivern,Nocturne,Udyr,Trundle,Shaco,Dr. Mundo,Ekko","19,538"
Gold,Mid,Swain,S,54.41%,0.9%,0.0%,"Brand,Pantheon,Cassiopeia,Ryze,Corki,Ahri,Katarina","7,480"
Gold,Mid,Garen,A,54.25%,0.6%,0.0%,"Renekton,Neeko,Ahri,Viego,Lux,Kassadin,Zoe","5,563"
Gold,Mid,Heimerdinger,A,54.08%,0.8%,0.0%,"Galio,Malzahar,Seraphine,Veigar,Xerath,Yasuo,Corki","6,984"
Gold,Jungle,Udyr,S+,53.99%,11.5%,0.0%,"Dr. Mundo,Skarner,Shaco,Nunu,Amumu,Jarvan IV,Hecarim","98,706"
Gold,Mid,Pyke,A,53.94%,0.9%,0.0%,"Malphite,Tristana,Morgana,Lucian,Leblanc,Talon,Anivia","7,683"
Gold,Jungle,Rammus,S+,53.82%,4.9%,0.0%,"Skarner,Trundle,Udyr,Amumu,Karthus,Dr. Mundo,Shaco","42,015"
Gold,Mid,Morgana,S,53.68%,1.0%,0.0%,"Tristana,Kassadin,Xerath,Corki,Anivia,Yone,Malzahar","8,876"
Gold,Top,Cho'Gath,S+,53.51%,5.5%,0.0%,"Mordekaiser,Poppy,Nasus,Gnar,Wukong,Vayne,Volibear","47,459"
Gold,Jungle,Dr. Mundo,S+,53.18%,4.3%,0.0%,"Rek'Sai,Ivern,Nunu,Trundle,Skarner,Shaco,Volibear","36,622"
Gold,Top,Garen,S+,53.18%,10.2%,0.0%,"Quinn,Teemo,Cho'Gath,Vayne,Kayle,Mordekaiser,Darius","87,838"
Gold,Mid,Malzahar,S+,53.08%,4.3%,0.0%,"Brand,Corki,Diana,Ziggs,Seraphine,Galio,Swain","36,556"
Gold,Mid,Seraphine,S,53.05%,1.5%,0.0%,"Pyke,Ziggs,Diana,Vel'Koz,Yasuo,Katarina,Brand","12,646"
Gold,Mid,Brand,S,52.83%,1.3%,0.0%,"Fizz,Annie,Heimerdinger,Viktor,Vladimir,Diana,Yasuo","11,205"
Gold,Mid,Anivia,S+,52.72%,5.9%,0.0%,"Seraphine,Corki,Vel'Koz,Fizz,Diana,Xerath,Viktor","50,484"
Gold,Mid,Diana,S+,52.72%,5.5%,0.0%,"Swain,Morgana,Annie,Ziggs,Neeko,Vladimir,Galio","47,464"
Gold,Mid,Annie,S+,52.64%,3.8%,0.0%,"Seraphine,Morgana,Xerath,Vel'Koz,Galio,Malzahar,Viktor","32,627"
Gold,Supp,Seraphine,S+,52.51%,11.4%,0.0%,"Sona,Bard,Maokai,Rell,Xerath,Nami,Zilean","98,237"
Gold,Mid,Rumble,A,52.44%,0.9%,0.0%,"Azir,Anivia,Annie,Seraphine,Ahri,Morgana,Pantheon","7,664"
Gold,Top,Singed,S,52.42%,2.0%,0.0%,"Kayle,Teemo,Urgot,Cho'Gath,Gnar,Illaoi,Rengar","17,166"
Gold,Jungle,Fiddlesticks,S,52.41%,4.4%,0.0%,"Nunu,Sejuani,Skarner,Udyr,Dr. Mundo,Rammus,Vi","37,889"
Gold,Supp,Shaco,S+,52.41%,3.2%,0.0%,"Nami,Sona,Taric,Janna,Yuumi,Rakan,Seraphine","27,653"
Gold,Mid,Vel'Koz,S,52.38%,2.0%,0.0%,"Swain,Brand,Lissandra,Kassadin,Diana,Morgana,Ekko","16,942"
Gold,Top,Wukong,S,52.29%,3.9%,0.0%,"Kennen,Malphite,Mordekaiser,Garen,Shen,Volibear,Singed","33,256"
Gold,Jungle,Ivern,A,52.26%,2.0%,0.0%,"Taliyah,Fiddlesticks,Sejuani,Udyr,Rek'Sai,Rammus,Kha'Zix","17,122"
Gold,Top,Nasus,S+,52.26%,6.0%,0.0%,"Garen,Pantheon,Wukong,Shen,Singed,Urgot,Volibear","51,738"
Gold,Supp,Zilean,S,52.25%,2.6%,0.0%,"Shaco,Soraka,Galio,Lulu,Zyra,Seraphine,Xerath","22,327"
Gold,Mid,Neeko,S,52.12%,2.8%,0.0%,"Swain,Vel'Koz,Viktor,Malzahar,Brand,Seraphine,Anivia","24,433"
Gold,Mid,Ahri,S+,52.08%,5.4%,0.0%,"Brand,Seraphine,Corki,Lissandra,Neeko,Diana,Malzahar","46,209"
Gold,Jungle,Nunu & Willump,S,52.08%,4.5%,0.0%,"Rammus,Skarner,Warwick,Volibear,Udyr,Jarvan IV,Rek'Sai","39,026"
Gold,Supp,Rell,S+,52.03%,6.3%,0.0%,"Shaco,Zilean,Bard,Nami,Janna,Vel'Koz,Brand","54,217"
Gold,Top,Malphite,S+,51.98%,8.3%,0.0%,"Maokai,Singed,Cho'Gath,Rumble,Nasus,Garen,Shen","71,508"
Gold,Jungle,Poppy,A,51.96%,0.9%,0.0%,"Fiddlesticks,Ivern,Nunu,Rengar,Karthus,Udyr,Skarner","7,953"
Gold,Supp,Sona,S,51.93%,1.8%,0.0%,"Neeko,Zyra,Bard,Nautilus,Maokai,Blitzcrank,Galio","15,724"
Gold,Mid,Galio,S,51.86%,4.6%,0.0%,"Viego,Seraphine,Vel'Koz,Ahri,Anivia,Neeko,Viktor","39,060"
Gold,Jungle,Warwick,S,51.78%,3.7%,0.0%,"Dr. Mundo,Ivern,Fiddlesticks,Karthus,Skarner,Udyr,Shaco","32,027"
Gold,Top,Maokai,A,51.78%,0.9%,0.0%,"Vladimir,Rumble,Mordekaiser,Garen,Kennen,Illaoi,Singed","7,851"
Gold,Mid,Malphite,A,51.78%,1.2%,0.0%,"Galio,Seraphine,Neeko,Vel'Koz,Kassadin,Sylas,Anivia","10,702"
Gold,Mid,Fizz,S+,51.67%,7.0%,0.0%,"Morgana,Lissandra,Galio,Ahri,Cassiopeia,Garen,Malzahar","60,338"
Gold,Jungle,Shaco,S,51.64%,5.6%,0.0%,"Nocturne,Fiddlesticks,Skarner,Ivern,Nunu,Udyr,Karthus","48,091"
Gold,Jungle,Nocturne,S,51.64%,4.8%,0.0%,"Rammus,Dr. Mundo,Udyr,Nunu,Ekko,Warwick,Volibear","41,447"
Gold,Mid,Gragas,A,51.63%,0.5%,0.0%,"Seraphine,Neeko,Vel'Koz,Diana,Renekton,Galio,Viktor","4,451"
Gold,Top,Ornn,S,51.58%,4.4%,0.0%,"Wukong,Cho'Gath,Volibear,Nasus,Garen,Illaoi,Singed","37,742"
Gold,Adc,Jhin,S+,51.51%,25.3%,0.0%,"Yasuo,Tristana,Vayne,Kai'Sa,Ashe,Senna,Sivir","217,147"
Gold,Jungle,Wukong,A,51.50%,0.8%,0.0%,"Karthus,Rammus,Lillia,Warwick,Evelynn,Skarner,Amumu","6,549"
Gold,Top,Volibear,S,51.49%,4.3%,0.0%,"Rengar,Garen,Illaoi,Shen,Singed,Vladimir,Dr. Mundo","36,668"
Gold,Adc,Sivir,A,51.48%,2.8%,0.0%,"Twitch,Jhin,Vayne,Tristana,Kai'Sa,Samira,Miss Fortune","24,011"
Gold,Supp,Nami,S+,51.42%,5.4%,0.0%,"Taric,Zilean,Sona,Blitzcrank,Thresh,Brand,Seraphine","46,718"
Gold,Jungle,Hecarim,S+,51.40%,12.9%,0.0%,"Dr. Mundo,Skarner,Rammus,Ivern,Udyr,Nunu,Nocturne","110,848"
Gold,Supp,Galio,S,51.40%,2.2%,0.0%,"Swain,Rell,Seraphine,Shaco,Nami,Senna,Blitzcrank","18,594"
Gold,Mid,Lux,S,51.33%,5.0%,0.0%,"Vel'Koz,Morgana,Brand,Galio,Seraphine,Malzahar,Viktor","42,659"
Gold,Mid,Viktor,S,51.33%,5.6%,0.0%,"Morgana,Yone,Diana,Viego,Qiyana,Ekko,Vel'Koz","48,434"
Gold,Mid,Ekko,S,51.33%,5.6%,0.0%,"Morgana,Pantheon,Seraphine,Ahri,Brand,Tristana,Viego","48,193"
Gold,Top,Quinn,A,51.28%,2.2%,0.0%,"Malphite,Cho'Gath,Aatrox,Wukong,Kled,Dr. Mundo,Nasus","18,491"
Gold,Top,Shen,S,51.21%,6.2%,0.0%,"Singed,Heimerdinger,Cho'Gath,Garen,Mordekaiser,Sylas,Ornn","53,566"
Gold,Adc,Kai'Sa,S+,51.20%,33.1%,0.0%,"Miss Fortune,Sivir,Vayne,Ashe,Jhin,Yasuo,Samira","284,386"
Gold,Adc,Tristana,S,51.19%,9.4%,0.0%,"Kai'Sa,Sivir,Samira,Draven,Vayne,Varus,Senna","80,670"
Gold,Jungle,Kha'Zix,S,51.19%,10.6%,0.0%,"Skarner,Udyr,Rammus,Warwick,Fiddlesticks,Elise,Nocturne","90,728"
Gold,Supp,Bard,S,51.18%,3.1%,0.0%,"Galio,Zilean,Shaco,Zyra,Swain,Maokai,Nautilus","26,543"
Gold,Mid,Viego,A,51.18%,2.9%,0.0%,"Annie,Malzahar,Pyke,Neeko,Pantheon,Morgana,Anivia","24,888"
Gold,Top,Mordekaiser,S,51.16%,6.9%,0.0%,"Singed,Vayne,Nasus,Volibear,Rengar,Jax,Tryndamere","59,508"
Gold,Top,Heimerdinger,A,51.15%,1.0%,0.0%,"Yasuo,Gragas,Viktor,Viego,Vladimir,Ornn,Mordekaiser","8,649"
Gold,Adc,Senna,S+,51.15%,13.4%,0.0%,"Sivir,Tristana,Kai'Sa,Ashe,Jhin,Twitch,Varus","115,270"
Gold,Adc,Vayne,S+,51.13%,14.5%,0.0%,"Senna,Ashe,Tristana,Miss Fortune,Sivir,Kai'Sa,Twitch","124,417"
Gold,Mid,Pantheon,S,51.13%,3.3%,0.0%,"Malzahar,Vel'Koz,Annie,Brand,Ahri,Pyke,Neeko","27,948"
Gold,Supp,Leona,S+,51.11%,12.0%,0.0%,"Shaco,Galio,Sona,Taric,Swain,Morgana,Seraphine","103,172"
Gold,Jungle,Ekko,S,51.04%,7.4%,0.0%,"Dr. Mundo,Vi,Ivern,Udyr,Rammus,Hecarim,Gragas","63,283"
Gold,Adc,Ashe,S,51.03%,6.6%,0.0%,"Tristana,Varus,Sivir,Twitch,Jhin,Kai'Sa,Vayne","56,278"
Gold,Jungle,Vi,A,51.03%,4.1%,0.0%,"Ivern,Skarner,Dr. Mundo,Udyr,Rammus,Hecarim,Shyvana","35,472"
Gold,Top,Urgot,S,51.01%,3.8%,0.0%,"Ornn,Mordekaiser,Wukong,Kled,Cho'Gath,Vladimir,Garen","32,989"
Gold,Mid,Corki,A,50.95%,0.8%,0.0%,"Seraphine,Aurelion Sol,Xerath,Viego,Ryze,Azir,Veigar","7,262"
Gold,Supp,Brand,S,50.88%,5.5%,0.0%,"Xerath,Shaco,Sona,Maokai,Vel'Koz,Seraphine,Blitzcrank","47,447"
Gold,Mid,Sett,A,50.87%,0.7%,0.0%,"Veigar,Renekton,Qiyana,Vladimir,Orianna,Lux,Rumble","5,929"
Gold,Supp,Swain,S,50.87%,4.9%,0.0%,"Sona,Nami,Brand,Xerath,Seraphine,Lulu,Maokai","42,075"
Gold,Top,Teemo,S,50.83%,4.5%,0.0%,"Cho'Gath,Sion,Heimerdinger,Ornn,Shen,Sett,Kayle","38,454"
Gold,Supp,Blitzcrank,S,50.81%,6.2%,0.0%,"Braum,Shaco,Alistar,Bard,Leona,Zilean,Rell","52,962"
Gold,Top,Gnar,S,50.78%,9.0%,0.0%,"Maokai,Rengar,Malphite,Illaoi,Wukong,Sylas,Heimerdinger","77,552"
Gold,Top,Sion,A,50.78%,2.8%,0.0%,"Kled,Mordekaiser,Cho'Gath,Garen,Darius,Kennen,Vayne","23,656"
Gold,Supp,Lulu,S+,50.75%,10.8%,0.0%,"Vel'Koz,Maokai,Seraphine,Rell,Zyra,Bard,Thresh","92,720"
Gold,Supp,Maokai,A,50.67%,3.2%,0.0%,"Galio,Shaco,Zilean,Yuumi,Blitzcrank,Braum,Rell","27,583"
Gold,Mid,Aurelion Sol,A,50.66%,0.8%,0.0%,"Ziggs,Seraphine,Cassiopeia,Zoe,Vladimir,Fizz,Ekko","6,549"
Gold,Top,Rengar,A,50.66%,1.3%,0.0%,"Illaoi,Quinn,Heimerdinger,Wukong,Darius,Shen,Garen","10,785"
Gold,Jungle,Evelynn,A,50.65%,4.9%,0.0%,"Skarner,Rammus,Udyr,Fiddlesticks,Ivern,Nunu,Rengar","42,147"
Gold,Jungle,Elise,A,50.60%,5.6%,0.0%,"Skarner,Warwick,Ivern,Shaco,Amumu,Udyr,Poppy","48,053"
Gold,Top,Warwick,A,50.60%,0.9%,0.0%,"Singed,Cho'Gath,Vladimir,Maokai,Gnar,Urgot,Teemo","7,973"
Gold,Top,Illaoi,A,50.57%,2.9%,0.0%,"Teemo,Mordekaiser,Yorick,Kayle,Garen,Vayne,Cho'Gath","24,465"
Gold,Mid,Renekton,A,50.56%,0.8%,0.0%,"Neeko,Ahri,Anivia,Cassiopeia,Syndra,Zoe,Talon","6,857"
Gold,Adc,Twitch,A,50.48%,4.2%,0.0%,"Kai'Sa,Tristana,Jhin,Vayne,Senna,Samira,Jinx","35,746"
Gold,Top,Kled,A,50.39%,1.9%,0.0%,"Kayle,Cho'Gath,Garen,Sett,Gangplank,Yone,Gnar","16,599"
Gold,Jungle,Karthus,A,50.36%,2.3%,0.0%,"Volibear,Evelynn,Skarner,Ivern,Vi,Udyr,Nunu","20,032"
Gold,Top,Darius,A,50.35%,8.9%,0.0%,"Wukong,Yorick,Vayne,Kayle,Riven,Ornn,Cho'Gath","76,105"
Gold,Top,Yorick,A,50.33%,1.9%,0.0%,"Ryze,Yone,Kled,Kennen,Riven,Yasuo,Vayne","16,102"
Gold,Mid,Tristana,A,50.33%,1.0%,0.0%,"Pantheon,Neeko,Lissandra,Xerath,Seraphine,Ahri,Malzahar","9,001"
Gold,Top,Kayle,A,50.32%,1.9%,0.0%,"Nasus,Malphite,Rengar,Yone,Cho'Gath,Wukong,Ornn","16,686"
Gold,Supp,Zyra,A,50.31%,3.7%,0.0%,"Seraphine,Nami,Shaco,Leona,Alistar,Twitch,Vel'Koz","31,549"
Gold,Mid,Xerath,A,50.29%,2.6%,0.0%,"Seraphine,Fizz,Ekko,Diana,Vel'Koz,Galio,Ziggs","22,230"
Gold,Adc,Miss Fortune,A,50.29%,10.4%,0.0%,"Twitch,Jhin,Tristana,Ashe,Sivir,Senna,Vayne","88,959"
Gold,Supp,Morgana,A,50.29%,9.7%,0.0%,"Sona,Zilean,Nami,Yuumi,Shaco,Vel'Koz,Brand","83,355"
Gold,Mid,Yone,A,50.29%,12.1%,0.0%,"Renekton,Neeko,Annie,Sett,Pantheon,Ahri,Lux","103,511"
Gold,Top,Poppy,A,50.26%,2.0%,0.0%,"Nasus,Shen,Malphite,Kayle,Vayne,Garen,Ornn","17,446"
Gold,Top,Riven,A,50.26%,6.3%,0.0%,"Volibear,Garen,Illaoi,Quinn,Poppy,Singed,Nasus","54,149"
Gold,Supp,Taric,A,50.26%,1.0%,0.0%,"Janna,Galio,Brand,Bard,Zilean,Lulu,Soraka","8,756"
Gold,Mid,Cho'Gath,A,50.25%,0.6%,0.0%,"Renekton,Veigar,Rumble,Pyke,Vel'Koz,Brand,Corki","5,063"
Gold,Mid,Vladimir,A,50.24%,4.5%,0.0%,"Malzahar,Anivia,Lux,Neeko,Morgana,Viktor,Vel'Koz","38,900"
Gold,Mid,Lissandra,A,50.23%,1.8%,0.0%,"Xerath,Brand,Galio,Talon,Ziggs,Annie,Viktor","15,820"
Gold,Mid,Ziggs,A,50.22%,1.4%,0.0%,"Morgana,Corki,Brand,Fizz,Akali,Lux,Neeko","11,864"
Gold,Supp,Thresh,S,50.20%,16.1%,0.0%,"Seraphine,Shaco,Galio,Swain,Rell,Bard,Zilean","137,920"
Gold,Supp,Xerath,A,50.18%,3.1%,0.0%,"Bard,Yuumi,Nautilus,Leona,Blitzcrank,Sona,Galio","26,789"
Gold,Supp,Alistar,A,50.14%,9.1%,0.0%,"Gragas,Swain,Brand,Rell,Morgana,Shaco,Seraphine","78,425"
Gold,Jungle,Shyvana,A,50.10%,5.4%,0.0%,"Skarner,Dr. Mundo,Udyr,Nunu,Warwick,Rek'Sai,Rammus","45,946"
Gold,Supp,Nautilus,A,50.08%,8.9%,0.0%,"Taric,Swain,Rell,Seraphine,Zilean,Shaco,Morgana","75,972"
Gold,Jungle,Rek'Sai,A,50.05%,2.0%,0.0%,"Sejuani,Karthus,Kha'Zix,Shaco,Zac,Warwick,Skarner","17,132"
Gold,Mid,Zed,A,50.02%,10.7%,0.0%,"Malphite,Garen,Brand,Anivia,Diana,Malzahar,Rumble","92,231"
Gold,Mid,Kassadin,A,50.01%,4.3%,0.0%,"Pantheon,Viego,Neeko,Seraphine,Diana,Lissandra,Yone","37,119"
Gold,Supp,Vel'Koz,B,49.98%,2.2%,0.0%,"Yuumi,Blitzcrank,Maokai,Nautilus,Bard,Pyke,Nami","19,285"
Gold,Mid,Cassiopeia,B,49.97%,2.4%,0.0%,"Vel'Koz,Malphite,Neeko,Anivia,Morgana,Diana,Seraphine","20,862"
Gold,Adc,Yasuo,A,49.97%,1.0%,0.0%,"Aphelios,Xayah,Senna,Sivir,Draven,Vayne,Ashe","8,251"
Gold,Mid,Katarina,B,49.89%,9.1%,0.0%,"Galio,Fizz,Lissandra,Annie,Diana,Vladimir,Anivia","77,802"
Gold,Jungle,Viego,B,49.84%,11.3%,0.0%,"Rammus,Udyr,Warwick,Fiddlesticks,Skarner,Nocturne,Shaco","96,565"
Gold,Supp,Yuumi,B,49.80%,7.8%,0.0%,"Leona,Galio,Nautilus,Braum,Zilean,Rell,Sona","66,732"
Gold,Jungle,Master Yi,B,49.79%,7.0%,0.0%,"Skarner,Udyr,Rammus,Fiddlesticks,Ivern,Ekko,Shaco","60,004"
Gold,Top,Sett,B,49.72%,6.4%,0.0%,"Yorick,Nasus,Singed,Ornn,Kayle,Volibear,Garen","55,102"
Gold,Top,Camille,C,49.70%,8.6%,0.0%,"Heimerdinger,Yorick,Mordekaiser,Vayne,Cho'Gath,Warwick,Teemo","73,675"
Gold,Supp,Janna,B,49.63%,3.8%,0.0%,"Bard,Xerath,Seraphine,Yuumi,Zilean,Sona,Swain","32,654"
Gold,Top,Vayne,B,49.60%,2.2%,0.0%,"Malphite,Vladimir,Rengar,Teemo,Nasus,Kennen,Viego","18,775"
Gold,Jungle,Rengar,B,49.57%,3.0%,0.0%,"Skarner,Rammus,Warwick,Ivern,Sejuani,Rek'Sai,Karthus","25,335"
Gold,Jungle,Gragas,B,49.53%,2.5%,0.0%,"Poppy,Udyr,Fiddlesticks,Skarner,Vi,Dr. Mundo,Ivern","21,372"
Gold,Jungle,Jarvan IV,B,49.53%,3.3%,0.0%,"Skarner,Karthus,Viego,Rammus,Hecarim,Ivern,Warwick","28,640"
Gold,Adc,Jinx,C,49.48%,8.8%,0.0%,"Ashe,Jhin,Varus,Senna,Tristana,Sivir,Vayne","75,375"
Gold,Supp,Neeko,B,49.41%,0.9%,0.0%,"Zyra,Maokai,Pantheon,Sett,Zilean,Yuumi,Vel'Koz","7,845"
Gold,Top,Kennen,B,49.35%,1.6%,0.0%,"Heimerdinger,Cho'Gath,Singed,Nasus,Garen,Rengar,Quinn","13,933"
Gold,Jungle,Amumu,B,49.32%,2.8%,0.0%,"Dr. Mundo,Nunu,Rengar,Skarner,Karthus,Master Yi,Fiddlesticks","23,660"
Gold,Mid,Yasuo,D,49.32%,11.4%,0.0%,"Malphite,Viego,Annie,Malzahar,Anivia,Sett,Pantheon","97,826"
Gold,Adc,Draven,B,49.31%,3.4%,0.0%,"Twitch,Samira,Jhin,Sivir,Ashe,Senna,Vayne","29,097"
Gold,Mid,Talon,B,49.27%,2.8%,0.0%,"Brand,Neeko,Pantheon,Viego,Vel'Koz,Ahri,Seraphine","23,731"
Gold,Supp,Soraka,C,49.27%,3.5%,0.0%,"Rell,Nautilus,Zyra,Seraphine,Maokai,Yuumi,Blitzcrank","30,133"
Gold,Supp,Lux,D,49.26%,7.3%,0.0%,"Vel'Koz,Zilean,Yuumi,Maokai,Sona,Blitzcrank,Shaco","62,302"
Gold,Jungle,Volibear,B,49.21%,1.9%,0.0%,"Skarner,Udyr,Ekko,Ivern,Rammus,Rek'Sai,Evelynn","16,235"
Gold,Jungle,Zac,B,49.15%,3.0%,0.0%,"Poppy,Karthus,Vi,Dr. Mundo,Hecarim,Ekko,Udyr","25,543"
Gold,Jungle,Sejuani,B,49.12%,1.8%,0.0%,"Skarner,Karthus,Rammus,Volibear,Trundle,Kayn,Dr. Mundo","15,794"
Gold,Mid,Veigar,C,49.11%,2.9%,0.0%,"Brand,Tristana,Swain,Seraphine,Anivia,Malzahar,Diana","25,285"
Gold,Adc,Kog'Maw,B,48.99%,0.6%,0.0%,"Sivir,Caitlyn,Jinx,Senna,Tristana,Ashe,Twitch","5,395"
Gold,Jungle,Kayn,D,48.87%,11.1%,0.0%,"Skarner,Rammus,Udyr,Fiddlesticks,Rengar,Master Yi,Nocturne","94,864"
Gold,Adc,Samira,D,48.86%,13.3%,0.0%,"Senna,Jhin,Ashe,Miss Fortune,Vayne,Jinx,Kai'Sa","114,209"
Gold,Supp,Senna,D,48.77%,12.0%,0.0%,"Xerath,Seraphine,Blitzcrank,Swain,Zyra,Leona,Brand","102,823"
Gold,Top,Tahm Kench,B,48.76%,0.9%,0.0%,"Sion,Wukong,Gragas,Singed,Illaoi,Cho'Gath,Kayle","7,596"
Gold,Top,Gragas,D,48.73%,3.2%,0.0%,"Urgot,Yorick,Garen,Cho'Gath,Singed,Maokai,Darius","27,408"
Gold,Jungle,Olaf,D,48.59%,5.0%,0.0%,"Ekko,Skarner,Rammus,Kha'Zix,Master Yi,Hecarim,Nunu","43,228"
Gold,Supp,Rakan,D,48.49%,3.1%,0.0%,"Sona,Rell,Janna,Brand,Seraphine,Galio,Zyra","26,727"
Gold,Supp,Braum,D,48.48%,2.3%,0.0%,"Zilean,Rell,Sona,Brand,Zyra,Bard,Galio","19,593"
Gold,Top,Pantheon,C,48.46%,2.3%,0.0%,"Yorick,Kled,Sion,Rengar,Cho'Gath,Quinn,Garen","19,392"
Gold,Jungle,Trundle,B,48.46%,0.9%,0.0%,"Shaco,Lillia,Evelynn,Karthus,Fiddlesticks,Nunu,Nidalee","7,681"
Gold,Top,Dr. Mundo,B,48.46%,1.6%,0.0%,"Garen,Singed,Vayne,Shen,Yone,Sylas,Riven","13,530"
Gold,Top,Jax,D,48.42%,4.5%,0.0%,"Singed,Garen,Cho'Gath,Rengar,Malphite,Sion,Kennen","38,307"
Gold,Jungle,Xin Zhao,B,48.40%,1.6%,0.0%,"Skarner,Elise,Dr. Mundo,Rek'Sai,Sejuani,Olaf,Kha'Zix","13,358"
Gold,Top,Aatrox,D,48.39%,5.6%,0.0%,"Heimerdinger,Illaoi,Cho'Gath,Poppy,Wukong,Malphite,Urgot","48,380"
Gold,Mid,LeBlanc,D,48.38%,3.7%,0.0%,"Malzahar,Brand,Kassadin,Anivia,Malphite,Vel'Koz,Seraphine","31,436"
Gold,Supp,Pyke,D,48.38%,5.8%,0.0%,"Shaco,Maokai,Rell,Sona,Morgana,Nautilus,Leona","49,665"
Gold,Top,Yone,C,48.34%,2.1%,0.0%,"Jayce,Poppy,Shen,Cho'Gath,Rengar,Garen,Illaoi","17,804"
Gold,Jungle,Kindred,C,48.31%,2.7%,0.0%,"Rammus,Jax,Ivern,Skarner,Warwick,Rek'Sai,Fiddlesticks","23,260"
Gold,Supp,Karma,D,48.31%,4.8%,0.0%,"Zilean,Seraphine,Sona,Zyra,Nautilus,Bard,Thresh","40,952"
Gold,Adc,Varus,B,48.26%,1.5%,0.0%,"Sivir,Twitch,Kai'Sa,Jhin,Ezreal,Miss Fortune,Kalista","12,676"
Gold,Top,Tryndamere,D,48.24%,3.0%,0.0%,"Kennen,Volibear,Nasus,Singed,Tahm Kench,Cho'Gath,Quinn","25,413"
Gold,Top,Fiora,D,48.17%,4.9%,0.0%,"Malphite,Rengar,Vladimir,Gnar,Singed,Nasus,Urgot","42,321"
Gold,Supp,Gragas,B,48.09%,0.6%,0.0%,"Sona,Zyra,Bard,Xerath,Rell,Morgana,Senna","5,207"
Gold,Top,Renekton,D,48.07%,7.5%,0.0%,"Garen,Illaoi,Quinn,Cho'Gath,Mordekaiser,Ornn,Gnar","64,397"
Gold,Mid,Sylas,D,48.04%,6.1%,0.0%,"Brand,Malzahar,Seraphine,Lux,Annie,Cassiopeia,Kassadin","52,657"
Gold,Mid,Jayce,B,48.04%,0.7%,0.0%,"Malphite,Annie,Lux,Ziggs,Syndra,Pantheon,Malzahar","5,704"
Gold,Adc,Caitlyn,D,48.03%,7.5%,0.0%,"Sivir,Ashe,Jhin,Senna,Tristana,Kai'Sa,Miss Fortune","64,691"
Gold,Top,Vladimir,C,47.86%,1.3%,0.0%,"Ryze,Nasus,Dr. Mundo,Cho'Gath,Kled,Yorick,Ornn","10,876"
Gold,Adc,Lucian,D,47.75%,10.0%,0.0%,"Draven,Senna,Vayne,Miss Fortune,Jhin,Kalista,Ashe","85,644"
Gold,Adc,Ezreal,D,47.72%,17.4%,0.0%,"Sivir,Twitch,Kai'Sa,Jhin,Vayne,Tristana,Ashe","149,226"
Gold,Adc,Xayah,D,47.71%,4.8%,0.0%,"Sivir,Jhin,Draven,Jinx,Senna,Kai'Sa,Miss Fortune","41,546"
Gold,Top,Sylas,C,47.65%,1.3%,0.0%,"Yorick,Illaoi,Wukong,Garen,Kayle,Kled,Riven","11,402"
Gold,Top,Viego,D,47.63%,4.3%,0.0%,"Kled,Jax,Wukong,Rengar,Garen,Cho'Gath,Urgot","36,707"
Gold,Top,Jayce,D,47.56%,2.1%,0.0%,"Maokai,Tryndamere,Yasuo,Yorick,Garen,Rengar,Cho'Gath","18,120"
Gold,Mid,Twisted Fate,D,47.50%,6.7%,0.0%,"Seraphine,Malzahar,Annie,Yasuo,Diana,Pyke,Pantheon","57,922"
Gold,Top,Yasuo,D,47.45%,1.9%,0.0%,"Volibear,Renekton,Riven,Singed,Tryndamere,Nasus,Jax","16,315"
Gold,Top,Rumble,C,47.19%,1.1%,0.0%,"Tryndamere,Yasuo,Singed,Poppy,Dr. Mundo,Riven,Rengar","9,085"
Gold,Mid,Orianna,D,47.18%,5.2%,0.0%,"Vel'Koz,Tristana,Diana,Brand,Galio,Annie,Xerath","44,693"
Gold,Jungle,Lillia,D,47.15%,5.2%,0.0%,"Skarner,Evelynn,Rengar,Shyvana,Nunu,Nocturne,Fiddlesticks","44,499"
Gold,Top,Gangplank,D,47.13%,3.4%,0.0%,"Cho'Gath,Vladimir,Ornn,Quinn,Garen,Sion,Volibear","28,757"
